mssv,hocky,namhoc,dtbhk,sotchk,namkhoahoc,hk
88F1979DXPvAibaEXe9uaaZ/YedHVLTpfQz3FFXG,2,2,4.25,17,2016,4
88F1979DXPvAibaEXe9uaaZ/YedHVLTpfQz3FFXG,3,2,7.9,3,2016,5
88F1979DXPvAibaEXe9uaaZ/YedHVLTpfQz3FFXG,1,3,6.83,23,2016,5
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,1,1,5.94,17,2016,1
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,2,1,4.15,15,2016,2
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,3,1,7.5,4,2016,3
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,1,2,6.68,23,2016,3
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,2,2,6.57,22,2016,4
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,3,2,3.2,4,2016,5
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,1,3,6.45,24,2016,5
8A73C0A4XPvAibaEXe9uaaZ/YedHVG4ke7HP5CVh,1,1,5.02,13,2016,1
8A73C0A4XPvAibaEXe9uaaZ/YedHVG4ke7HP5CVh,2,1,1.73,13,2016,2
F74A82C2XPvAibaEXe9uaaZ/YedHVBLMZpuFaBWv,1,1,5.8,19,2016,1
F74A82C2XPvAibaEXe9uaaZ/YedHVBLMZpuFaBWv,2,1,0.57,19,2016,2
9FBBFEDAXPvAibaEXe9uaaZ/YedHVDIAvlASfm3N,1,1,6.41,17,2016,1
9FBBFEDAXPvAibaEXe9uaaZ/YedHVDIAvlASfm3N,2,1,4.1,21,2016,2
9FBBFEDAXPvAibaEXe9uaaZ/YedHVDIAvlASfm3N,1,2,4.61,17,2016,3
9FBBFEDAXPvAibaEXe9uaaZ/YedHVDIAvlASfm3N,2,2,3.4,23,2016,4
9FBBFEDAXPvAibaEXe9uaaZ/YedHVDIAvlASfm3N,1,3,2.72,19,2016,5
D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0,1,1,6.36,13,2016,1
D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0,2,1,1.69,17,2016,2
D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0,1,2,6.91,17,2016,3
D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0,2,2,6.1,23,2016,4
D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0,3,2,6.4,4,2016,5
D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0,1,3,6.28,24,2016,5
E1E49AA0XPvAibaEXe9uaaZ/YedHVPiewa5uM8QS,1,1,6.79,15,2016,1
E1E49AA0XPvAibaEXe9uaaZ/YedHVPiewa5uM8QS,2,1,6.41,15,2016,2
E1E49AA0XPvAibaEXe9uaaZ/YedHVPiewa5uM8QS,1,2,7.42,24,2016,3
E1E49AA0XPvAibaEXe9uaaZ/YedHVPiewa5uM8QS,2,2,5.51,22,2016,4
E1E49AA0XPvAibaEXe9uaaZ/YedHVPiewa5uM8QS,1,3,6.26,21,2016,5
63850E1DXPvAibaEXe9uaaZ/YedHVMbH1bo0wP7i,1,1,5.96,17,2016,1
63850E1DXPvAibaEXe9uaaZ/YedHVMbH1bo0wP7i,2,1,5.76,21,2016,2
63850E1DXPvAibaEXe9uaaZ/YedHVMbH1bo0wP7i,1,2,7.17,24,2016,3
63850E1DXPvAibaEXe9uaaZ/YedHVMbH1bo0wP7i,2,2,7.17,20,2016,4
63850E1DXPvAibaEXe9uaaZ/YedHVMbH1bo0wP7i,1,3,6.89,22,2016,5
59F24D89XPvAibaEXe+MMervxP1vAFgzvQQfMwEA,1,1,6.5,17,2016,1
59F24D89XPvAibaEXe+MMervxP1vAFgzvQQfMwEA,2,1,8.4,18,2016,2
59F24D89XPvAibaEXe+MMervxP1vAFgzvQQfMwEA,1,2,8.13,23,2016,3
59F24D89XPvAibaEXe+MMervxP1vAFgzvQQfMwEA,2,2,7.09,24,2016,4
59F24D89XPvAibaEXe+MMervxP1vAFgzvQQfMwEA,1,3,7.96,22,2016,5
AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9,1,1,5.42,17,2016,1
AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9,2,1,3.62,19,2016,2
AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9,3,1,7.2,4,2016,3
AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9,1,2,5.45,23,2016,3
AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9,2,2,6.09,22,2016,4
AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9,3,2,3.98,11,2016,5
AF786B20XPvAibaEXe+MMervxP1vAEwg60BSZIR9,1,3,4.32,20,2016,5
D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,1,1,7.81,17,2016,1
D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,2,1,7.09,19,2016,2
D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,1,2,8.15,24,2016,3
D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,2,2,7.69,19,2016,4
D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,1,3,7.61,15,2016,5
4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,1,1,5.97,15,2016,1
4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,2,1,5.75,15,2016,2
4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,3,1,5.0,3,2016,3
4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,1,2,7.41,22,2016,3
4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,2,2,6.46,22,2016,4
4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,3,2,7.4,4,2016,5
4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,1,3,6.7,20,2016,5
A5C691C3XPvAibaEXe+MMervxP1vAHa9ZKGghhV0,1,1,5.05,17,2016,1
A5C691C3XPvAibaEXe+MMervxP1vAHa9ZKGghhV0,2,1,1.34,15,2016,2
A5C691C3XPvAibaEXe+MMervxP1vAHa9ZKGghhV0,1,2,1.56,16,2016,3
07B199C7XPvAibaEXe8NowY/Kl2AXhRCYVw9Upq0,1,1,4.99,20,2017,1
07B199C7XPvAibaEXe8NowY/Kl2AXhRCYVw9Upq0,2,1,0.0,3,2017,2
07B199C7XPvAibaEXe8NowY/Kl2AXhRCYVw9Upq0,1,2,6.93,18,2017,3
A4E61A32XPvAibaEXe8NowY/Kl2AXiRiRmwnPwqa,1,1,8.64,20,2017,1
A4E61A32XPvAibaEXe8NowY/Kl2AXiRiRmwnPwqa,2,1,8.8,23,2017,2
A4E61A32XPvAibaEXe8NowY/Kl2AXiRiRmwnPwqa,1,2,8.43,18,2017,3
FB534ECAXPvAibaEXe+1RDiCvTMY2QUaH9lUZ24V,1,1,5.99,20,2017,1
FB534ECAXPvAibaEXe+1RDiCvTMY2QUaH9lUZ24V,2,1,5.57,23,2017,2
FB534ECAXPvAibaEXe+1RDiCvTMY2QUaH9lUZ24V,3,1,6.3,3,2017,3
FB534ECAXPvAibaEXe+1RDiCvTMY2QUaH9lUZ24V,1,2,5.99,16,2017,3
64C53134XPvAibaEXe+1RDiCvTMY2bz25gXbqec/,1,1,7.71,19,2017,1
64C53134XPvAibaEXe+1RDiCvTMY2bz25gXbqec/,2,1,6.73,19,2017,2
64C53134XPvAibaEXe+1RDiCvTMY2bz25gXbqec/,1,2,5.75,19,2017,3
E427EAFFXPvAibaEXe9Qn7CFN++B78dMKuGcwwpH,1,1,6.27,20,2017,1
E427EAFFXPvAibaEXe9Qn7CFN++B78dMKuGcwwpH,2,1,6.55,16,2017,2
E427EAFFXPvAibaEXe9Qn7CFN++B78dMKuGcwwpH,1,2,5.71,21,2017,3
D6E9FF8EXPvAibaEXe9Qn7CFN++B7x9ny4GZ2680,1,1,6.13,20,2017,1
D6E9FF8EXPvAibaEXe9Qn7CFN++B7x9ny4GZ2680,2,1,6.15,22,2017,2
D6E9FF8EXPvAibaEXe9Qn7CFN++B7x9ny4GZ2680,1,2,6.53,22,2017,3
FA6623BFXPvAibaEXe92lBM7BLetlUyvhcx59Meh,1,1,7.67,20,2017,1
FA6623BFXPvAibaEXe92lBM7BLetlUyvhcx59Meh,2,1,7.58,21,2017,2
FA6623BFXPvAibaEXe92lBM7BLetlUyvhcx59Meh,1,2,8.21,19,2017,3
F6C0D087XPvAibaEXe92lBM7BLetlXIedFutRDfj,1,1,0.45,11,2017,1
43E5C9A1XPvAibaEXe92lBM7BLetlaBVjnpdB7Ic,1,1,6.76,20,2017,1
43E5C9A1XPvAibaEXe92lBM7BLetlaBVjnpdB7Ic,2,1,6.7,22,2017,2
43E5C9A1XPvAibaEXe92lBM7BLetlaBVjnpdB7Ic,1,2,6.48,20,2017,3
6907A97DXPvAibaEXe8oz3/loyZiHH5Lb1U/Xzy6,1,1,7.32,20,2017,1
6907A97DXPvAibaEXe8oz3/loyZiHH5Lb1U/Xzy6,2,1,7.62,20,2017,2
6907A97DXPvAibaEXe8oz3/loyZiHH5Lb1U/Xzy6,1,2,7.34,17,2017,3
0ACCE1C5XPvAibaEXe8oz3/loyZiHLWx0e1WRRc8,1,1,8.55,20,2017,1
0ACCE1C5XPvAibaEXe8oz3/loyZiHLWx0e1WRRc8,2,1,8.95,19,2017,2
0ACCE1C5XPvAibaEXe8oz3/loyZiHLWx0e1WRRc8,3,1,9.91,7,2017,3
0ACCE1C5XPvAibaEXe8oz3/loyZiHLWx0e1WRRc8,1,2,8.3,28,2017,3
8655E245XPvAibaEXe8oz3/loyZiHGmyHAk2SJ56,1,1,8.5,20,2017,1
8655E245XPvAibaEXe8oz3/loyZiHGmyHAk2SJ56,2,1,7.88,23,2017,2
8655E245XPvAibaEXe8oz3/loyZiHGmyHAk2SJ56,1,2,7.61,18,2017,3
4BBCDBCAXPvAibaEXe8oz3/loyZiHBwVzIojblUW,1,1,7.55,19,2017,1
4BBCDBCAXPvAibaEXe8oz3/loyZiHBwVzIojblUW,2,1,7.82,21,2017,2
4BBCDBCAXPvAibaEXe8oz3/loyZiHBwVzIojblUW,1,2,7.46,23,2017,3
CB996D61XPvAibaEXe8cLtQUjJWX3XkVoRUnBewq,1,1,6.59,21,2017,1
CB996D61XPvAibaEXe8cLtQUjJWX3XkVoRUnBewq,2,1,6.89,22,2017,2
CB996D61XPvAibaEXe8cLtQUjJWX3XkVoRUnBewq,3,1,6.1,4,2017,3
CB996D61XPvAibaEXe8cLtQUjJWX3XkVoRUnBewq,1,2,6.51,20,2017,3
FAEC2FDBXPvAibaEXe8cLtQUjJWX3Zu9684JafuY,1,1,6.4,20,2017,1
FAEC2FDBXPvAibaEXe8cLtQUjJWX3Zu9684JafuY,2,1,6.34,19,2017,2
FAEC2FDBXPvAibaEXe8cLtQUjJWX3Zu9684JafuY,1,2,6.27,23,2017,3
1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,1,1,4.2,17,2017,1
1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,2,1,2.23,19,2017,2
1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,3,1,4.0,7,2017,3
1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,1,2,5.42,17,2017,3
5C86411BXPvAibaEXe9Uiu/58J7STwRHB1EeXVYr,1,1,7.85,15,2017,1
5C86411BXPvAibaEXe9Uiu/58J7STwRHB1EeXVYr,2,1,7.82,23,2017,2
5C86411BXPvAibaEXe9Uiu/58J7STwRHB1EeXVYr,1,2,7.85,24,2017,3
74580C3DXPvAibaEXe9D0puFBsAtkg52uKWiBMy7,1,1,7.79,20,2017,1
74580C3DXPvAibaEXe9D0puFBsAtkg52uKWiBMy7,2,1,7.1,20,2017,2
74580C3DXPvAibaEXe9D0puFBsAtkg52uKWiBMy7,1,2,6.68,20,2017,3
0394FD62XPvAibaEXe9D0puFBsAtkmu/3f4p7oUp,1,1,8.48,20,2017,1
0394FD62XPvAibaEXe9D0puFBsAtkmu/3f4p7oUp,2,1,8.87,23,2017,2
0394FD62XPvAibaEXe9D0puFBsAtkmu/3f4p7oUp,1,2,8.08,17,2017,3
992EFB36XPvAibaEXe9D0puFBsAtknHp4cfiVHfP,1,1,6.94,20,2017,1
992EFB36XPvAibaEXe9D0puFBsAtknHp4cfiVHfP,2,1,7.38,20,2017,2
992EFB36XPvAibaEXe9D0puFBsAtknHp4cfiVHfP,1,2,7.89,21,2017,3
A6FA945EXPvAibaEXe9D0puFBsAtkj9yxH/4mWCS,1,1,6.07,16,2017,1
A6FA945EXPvAibaEXe9D0puFBsAtkj9yxH/4mWCS,2,1,8.12,19,2017,2
A6FA945EXPvAibaEXe9D0puFBsAtkj9yxH/4mWCS,1,2,8.06,18,2017,3
50AC530AXPvAibaEXe/EiyqMUCp4HXDatLYe0XF9,1,1,6.92,20,2017,1
50AC530AXPvAibaEXe/EiyqMUCp4HXDatLYe0XF9,2,1,7.58,23,2017,2
50AC530AXPvAibaEXe/EiyqMUCp4HXDatLYe0XF9,1,2,7.55,23,2017,3
1832DF2FXPvAibaEXe/EiyqMUCp4HSG4W3PTaxxG,1,1,7.77,19,2017,1
1832DF2FXPvAibaEXe/EiyqMUCp4HSG4W3PTaxxG,2,1,7.19,21,2017,2
1832DF2FXPvAibaEXe/EiyqMUCp4HSG4W3PTaxxG,1,2,7.84,22,2017,3
229C8560XPvAibaEXe/EiyqMUCp4HeA6kU9/mDYZ,1,1,6.67,20,2017,1
229C8560XPvAibaEXe/EiyqMUCp4HeA6kU9/mDYZ,2,1,7.0,16,2017,2
229C8560XPvAibaEXe/EiyqMUCp4HeA6kU9/mDYZ,1,2,6.16,22,2017,3
CC225980XPvAibaEXe/EiyqMUCp4HTOKqhj1lYrv,1,1,6.17,20,2017,1
CC225980XPvAibaEXe/EiyqMUCp4HTOKqhj1lYrv,2,1,6.98,20,2017,2
CC225980XPvAibaEXe/EiyqMUCp4HTOKqhj1lYrv,1,2,6.75,16,2017,3
454A639FXPvAibaEXe/EiyqMUCp4HVkAto1F3EsR,1,1,8.64,20,2017,1
454A639FXPvAibaEXe/EiyqMUCp4HVkAto1F3EsR,2,1,9.18,20,2017,2
454A639FXPvAibaEXe/EiyqMUCp4HVkAto1F3EsR,1,2,8.5,23,2017,3
A9B92126XPvAibaEXe/McL52bYMYS66r+Qzfry59,1,1,6.75,20,2017,1
A9B92126XPvAibaEXe/McL52bYMYS66r+Qzfry59,2,1,8.38,23,2017,2
A9B92126XPvAibaEXe/McL52bYMYS66r+Qzfry59,1,2,8.45,21,2017,3
7DA60DC0XPvAibaEXe8p0SHbVuGO+r/4ESAng1c3,1,1,8.57,19,2017,1
7DA60DC0XPvAibaEXe8p0SHbVuGO+r/4ESAng1c3,2,1,8.84,21,2017,2
7DA60DC0XPvAibaEXe8p0SHbVuGO+r/4ESAng1c3,1,2,8.19,18,2017,3
850D0B08XPvAibaEXe8p0SHbVuGO+kUmDDafojVa,1,1,7.49,20,2017,1
850D0B08XPvAibaEXe8p0SHbVuGO+kUmDDafojVa,2,1,8.59,22,2017,2
850D0B08XPvAibaEXe8p0SHbVuGO+kUmDDafojVa,1,2,7.99,15,2017,3
2DB33D1DXPvAibaEXe8p0SHbVuGO+lk2nBihhZov,1,1,6.98,20,2017,1
2DB33D1DXPvAibaEXe8p0SHbVuGO+lk2nBihhZov,2,1,7.57,19,2017,2
2DB33D1DXPvAibaEXe8p0SHbVuGO+lk2nBihhZov,1,2,6.79,23,2017,3
78DF9578XPvAibaEXe9u8WkkFAXhjPLzdqxX/4rC,1,1,6.01,20,2017,1
78DF9578XPvAibaEXe9u8WkkFAXhjPLzdqxX/4rC,2,1,5.08,21,2017,2
78DF9578XPvAibaEXe9u8WkkFAXhjPLzdqxX/4rC,1,2,5.82,22,2017,3
609A4711XPvAibaEXe9u8WkkFAXhjFz3T9qDyAvn,1,1,8.2,20,2017,1
609A4711XPvAibaEXe9u8WkkFAXhjFz3T9qDyAvn,2,1,8.28,21,2017,2
609A4711XPvAibaEXe9u8WkkFAXhjFz3T9qDyAvn,1,2,8.71,21,2017,3
B12C12C8XPvAibaEXe/bcEbwNVP7GyZnOr1DDIXU,1,1,7.95,20,2017,1
B12C12C8XPvAibaEXe/bcEbwNVP7GyZnOr1DDIXU,2,1,8.44,20,2017,2
B12C12C8XPvAibaEXe/bcEbwNVP7GyZnOr1DDIXU,1,2,8.62,26,2017,3
73F641D0XPvAibaEXe/bcEbwNVP7GyCcbmapxqkQ,1,1,7.66,19,2017,1
73F641D0XPvAibaEXe/bcEbwNVP7GyCcbmapxqkQ,2,1,8.18,19,2017,2
73F641D0XPvAibaEXe/bcEbwNVP7GyCcbmapxqkQ,1,2,7.18,18,2017,3
865C5DD0XPvAibaEXe/bcEbwNVP7Gw0mipTY+spp,1,1,8.11,20,2017,1
865C5DD0XPvAibaEXe/bcEbwNVP7Gw0mipTY+spp,2,1,7.99,21,2017,2
865C5DD0XPvAibaEXe/bcEbwNVP7Gw0mipTY+spp,1,2,7.96,20,2017,3
D8CEFF81XPvAibaEXe9HrsmkhnYVNQfbcncw6FHH,1,1,6.75,20,2017,1
D1FFBF0CXPvAibaEXe9HrsmkhnYVNapC3aOYJcaO,1,1,8.09,20,2017,1
D1FFBF0CXPvAibaEXe9HrsmkhnYVNapC3aOYJcaO,2,1,8.62,23,2017,2
D1FFBF0CXPvAibaEXe9HrsmkhnYVNapC3aOYJcaO,1,2,8.61,24,2017,3
C8CD3079XPvAibaEXe9HrsmkhnYVNdk3pwqYN79e,1,1,8.84,20,2017,1
C8CD3079XPvAibaEXe9HrsmkhnYVNdk3pwqYN79e,2,1,9.32,24,2017,2
C8CD3079XPvAibaEXe9HrsmkhnYVNdk3pwqYN79e,1,2,8.66,22,2017,3
D39E21C5XPvAibaEXe9HrsmkhnYVNVeiybGek4zC,1,1,8.46,20,2017,1
D39E21C5XPvAibaEXe9HrsmkhnYVNVeiybGek4zC,2,1,7.48,21,2017,2
D39E21C5XPvAibaEXe9HrsmkhnYVNVeiybGek4zC,1,2,7.41,16,2017,3
478E36F3XPvAibaEXe/hUAy10EStXyVJXUah27LZ,1,1,6.65,20,2017,1
478E36F3XPvAibaEXe/hUAy10EStXyVJXUah27LZ,2,1,7.02,17,2017,2
478E36F3XPvAibaEXe/hUAy10EStXyVJXUah27LZ,3,1,6.3,4,2017,3
478E36F3XPvAibaEXe/hUAy10EStXyVJXUah27LZ,1,2,6.65,21,2017,3
6424B125XPvAibaEXe/hUAy10EStXzrJX0p+c9vb,1,1,7.04,17,2017,1
6424B125XPvAibaEXe/hUAy10EStXzrJX0p+c9vb,2,1,7.18,23,2017,2
6424B125XPvAibaEXe/hUAy10EStXzrJX0p+c9vb,1,2,7.54,20,2017,3
005663C0XPvAibaEXe9Fg4HjUy856WUjpFu+WrIO,1,1,8.61,20,2017,1
005663C0XPvAibaEXe9Fg4HjUy856WUjpFu+WrIO,2,1,8.6,20,2017,2
005663C0XPvAibaEXe9Fg4HjUy856WUjpFu+WrIO,1,2,8.11,19,2017,3
A38CB7AFXPvAibaEXe9Fg4HjUy856ZI2rMy/7FQI,1,1,7.89,20,2017,1
A38CB7AFXPvAibaEXe9Fg4HjUy856ZI2rMy/7FQI,2,1,8.18,21,2017,2
A38CB7AFXPvAibaEXe9Fg4HjUy856ZI2rMy/7FQI,1,2,7.97,19,2017,3
F056C507XPvAibaEXe9Fg4HjUy856fFEqIrYNnGE,1,1,7.5,20,2017,1
F056C507XPvAibaEXe9Fg4HjUy856fFEqIrYNnGE,2,1,7.35,23,2017,2
F056C507XPvAibaEXe9Fg4HjUy856fFEqIrYNnGE,1,2,7.22,23,2017,3
4480A332XPvAibaEXe/nU1BPn/2ZOCogH2X6Uuwx,1,1,6.64,20,2017,1
4480A332XPvAibaEXe/nU1BPn/2ZOCogH2X6Uuwx,2,1,7.2,16,2017,2
4480A332XPvAibaEXe/nU1BPn/2ZOCogH2X6Uuwx,3,1,6.9,4,2017,3
4480A332XPvAibaEXe/nU1BPn/2ZOCogH2X6Uuwx,1,2,7.14,20,2017,3
1B644910XPvAibaEXe/nU1BPn/2ZOJanoyZlQalT,1,1,5.28,16,2017,1
1B644910XPvAibaEXe/nU1BPn/2ZOJanoyZlQalT,2,1,4.52,22,2017,2
1B644910XPvAibaEXe/nU1BPn/2ZOJanoyZlQalT,1,2,5.16,21,2017,3
DA2E8B05XPvAibaEXe/nU1BPn/2ZONF+oxRH92Gd,1,1,7.61,20,2017,1
DA2E8B05XPvAibaEXe/nU1BPn/2ZONF+oxRH92Gd,2,1,7.37,23,2017,2
DA2E8B05XPvAibaEXe/nU1BPn/2ZONF+oxRH92Gd,1,2,6.62,18,2017,3
FA83B5A6XPvAibaEXe8zyw8No6koQk2EcsM+bZGX,1,1,6.53,20,2017,1
FA83B5A6XPvAibaEXe8zyw8No6koQk2EcsM+bZGX,2,1,7.67,23,2017,2
FA83B5A6XPvAibaEXe8zyw8No6koQk2EcsM+bZGX,1,2,6.37,19,2017,3
180DBC1AXPvAibaEXe/8dEMQ5HsLl4uvK0D/6g1l,1,1,6.82,17,2017,1
180DBC1AXPvAibaEXe/8dEMQ5HsLl4uvK0D/6g1l,2,1,7.27,24,2017,2
180DBC1AXPvAibaEXe/8dEMQ5HsLl4uvK0D/6g1l,3,1,6.6,4,2017,3
180DBC1AXPvAibaEXe/8dEMQ5HsLl4uvK0D/6g1l,1,2,7.0,19,2017,3
5A2F2623XPvAibaEXe/8dEMQ5HsLl9wJ+ruB4Am9,1,1,6.04,20,2017,1
5A2F2623XPvAibaEXe/8dEMQ5HsLl9wJ+ruB4Am9,2,1,6.29,23,2017,2
5A2F2623XPvAibaEXe/8dEMQ5HsLl9wJ+ruB4Am9,1,2,6.7,24,2017,3
C2B1E6E3XPvAibaEXe/8dEMQ5HsLl0oNzoAdc2+1,1,1,7.78,20,2017,1
C2B1E6E3XPvAibaEXe/8dEMQ5HsLl0oNzoAdc2+1,2,1,8.05,23,2017,2
C2B1E6E3XPvAibaEXe/8dEMQ5HsLl0oNzoAdc2+1,1,2,7.52,21,2017,3
1821FA77XPvAibaEXe/8dEMQ5HsLlwAY9LSO4lw4,1,1,7.16,20,2017,1
1821FA77XPvAibaEXe/8dEMQ5HsLlwAY9LSO4lw4,2,1,7.36,20,2017,2
1821FA77XPvAibaEXe/8dEMQ5HsLlwAY9LSO4lw4,1,2,7.18,20,2017,3
AE624A96XPvAibaEXe/8dEMQ5HsLlwvZ5/2Rqe9y,1,1,5.5,16,2017,1
AE624A96XPvAibaEXe/8dEMQ5HsLlwvZ5/2Rqe9y,2,1,4.91,21,2017,2
AE624A96XPvAibaEXe/8dEMQ5HsLlwvZ5/2Rqe9y,1,2,5.27,24,2017,3
E3BE4C3BXPvAibaEXe8l2SPBJihvxQ6UC+vAES0W,1,1,4.96,16,2017,1
E3BE4C3BXPvAibaEXe8l2SPBJihvxQ6UC+vAES0W,2,1,5.78,20,2017,2
E3BE4C3BXPvAibaEXe8l2SPBJihvxQ6UC+vAES0W,3,1,7.1,7,2017,3
E3BE4C3BXPvAibaEXe8l2SPBJihvxQ6UC+vAES0W,1,2,4.43,16,2017,3
2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,1,1,4.49,16,2017,1
2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,2,1,4.99,22,2017,2
2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,3,1,5.8,7,2017,3
2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,1,2,5.36,20,2017,3
D6F0A479XPvAibaEXe8l2SPBJihvxV6Q6eGE0WHI,1,1,2.62,20,2017,1
D6F0A479XPvAibaEXe8l2SPBJihvxV6Q6eGE0WHI,2,1,3.85,19,2017,2
D6F0A479XPvAibaEXe8l2SPBJihvxV6Q6eGE0WHI,3,1,5.1,7,2017,3
D6F0A479XPvAibaEXe8l2SPBJihvxV6Q6eGE0WHI,1,2,4.21,21,2017,3
EFD58EF6XPvAibaEXe8l2SPBJihvxQ2JmSiRNc4J,1,1,3.16,16,2017,1
EFD58EF6XPvAibaEXe8l2SPBJihvxQ2JmSiRNc4J,2,1,1.4,20,2017,2
2A189EF7XPvAibaEXe8l2SPBJihvxTu9bGGxA/Li,1,1,4.98,21,2017,1
2A189EF7XPvAibaEXe8l2SPBJihvxTu9bGGxA/Li,2,1,5.33,22,2017,2
2A189EF7XPvAibaEXe8l2SPBJihvxTu9bGGxA/Li,1,2,2.13,16,2017,3
4DE36E97XPvAibaEXe8l2SPBJihvxYnkaAPjPh1d,1,1,6.61,20,2017,1
4DE36E97XPvAibaEXe8l2SPBJihvxYnkaAPjPh1d,2,1,6.34,18,2017,2
4DE36E97XPvAibaEXe8l2SPBJihvxYnkaAPjPh1d,1,2,5.89,22,2017,3
8ED1C83FXPvAibaEXe8l2SPBJihvxQ34CvmO4GN8,1,1,8.02,19,2017,1
8ED1C83FXPvAibaEXe8l2SPBJihvxQ34CvmO4GN8,2,1,8.8,23,2017,2
8ED1C83FXPvAibaEXe8l2SPBJihvxQ34CvmO4GN8,1,2,7.73,19,2017,3
C0306CDAXPvAibaEXe8l2SPBJihvxRnzz6zE9ctS,1,1,6.95,15,2017,1
C0306CDAXPvAibaEXe8l2SPBJihvxRnzz6zE9ctS,2,1,6.7,18,2017,2
C0306CDAXPvAibaEXe8l2SPBJihvxRnzz6zE9ctS,1,2,6.21,17,2017,3
0FD955E7XPvAibaEXe9WkeUltvPYd31w2pNQgTBO,1,1,7.97,19,2017,1
0FD955E7XPvAibaEXe9WkeUltvPYd31w2pNQgTBO,2,1,7.44,23,2017,2
0FD955E7XPvAibaEXe9WkeUltvPYd31w2pNQgTBO,1,2,6.9,23,2017,3
B23DB363XPvAibaEXe9WkeUltvPYd8Zzs3zqfJ6L,1,1,6.61,21,2017,1
B23DB363XPvAibaEXe9WkeUltvPYd8Zzs3zqfJ6L,2,1,6.74,20,2017,2
B23DB363XPvAibaEXe9WkeUltvPYd8Zzs3zqfJ6L,1,2,6.93,18,2017,3
37CDD405XPvAibaEXe9WkeUltvPYd+GT/dMNMBu4,1,1,0.91,17,2017,1
2478C65CXPvAibaEXe9WkeUltvPYd2Q6bW3SiUF3,1,1,7.29,17,2017,1
2478C65CXPvAibaEXe9WkeUltvPYd2Q6bW3SiUF3,2,1,7.84,21,2017,2
2478C65CXPvAibaEXe9WkeUltvPYd2Q6bW3SiUF3,1,2,7.1,21,2017,3
B9ECBE24XPvAibaEXe9WkeUltvPYdzkhqjQB91DA,1,1,5.99,20,2017,1
B9ECBE24XPvAibaEXe9WkeUltvPYdzkhqjQB91DA,2,1,6.75,23,2017,2
B9ECBE24XPvAibaEXe9WkeUltvPYdzkhqjQB91DA,3,1,10.0,3,2017,3
B9ECBE24XPvAibaEXe9WkeUltvPYdzkhqjQB91DA,1,2,7.03,17,2017,3
E86145BAXPvAibaEXe9WkeUltvPYdwsQdpQAoeWH,1,1,5.08,19,2017,1
E86145BAXPvAibaEXe9WkeUltvPYdwsQdpQAoeWH,2,1,2.93,12,2017,2
E86145BAXPvAibaEXe9WkeUltvPYdwsQdpQAoeWH,1,2,3.4,22,2017,3
290C5D12XPvAibaEXe9WkeUltvPYd4rkf5+/ddTa,1,1,6.82,13,2017,1
290C5D12XPvAibaEXe9WkeUltvPYd4rkf5+/ddTa,2,1,6.01,19,2017,2
